time,value
0,0.0008544921875
1.52587890625e-05,-0.001007080078125
3.0517578125e-05,-0.001129150390625
4.57763671875e-05,0.00042724609375
6.103515625e-05,0.000885009765625
7.62939453125e-05,0.00274658203125
9.1552734375e-05,0.001312255859375
0.0001068115234375,0.00030517578125
0.0001220703125,3.0517578125e-05
0.0001373291015625,0.000335693359375
0.000152587890625,0.000885009765625
0.0001678466796875,0.00140380859375
0.00018310546875,0.00128173828125
0.0001983642578125,9.1552734375e-05
0.000213623046875,-0.001800537109375
0.0002288818359375,-0.001007080078125
0.000244140625,0.00103759765625
0.0002593994140625,0.000946044921875
0.000274658203125,-9.1552734375e-05
0.0002899169921875,-0.00054931640625
0.00030517578125,-0.001068115234375
0.0003204345703125,9.1552734375e-05
0.000335693359375,-0.0006103515625
0.0003509521484375,-0.001556396484375
0.0003662109375,-0.001922607421875
0.0003814697265625,-0.00091552734375
0.000396728515625,0.000457763671875
0.0004119873046875,0.001373291015625
0.00042724609375,0.00067138671875
0.0004425048828125,0.001495361328125
0.000457763671875,0.00152587890625
0.0004730224609375,0.001007080078125
0.00048828125,0.000762939453125
0.0005035400390625,0.00048828125
0.000518798828125,0.000152587890625
0.0005340576171875,0.00018310546875
0.00054931640625,0.000762939453125
0.0005645751953125,0.000701904296875
0.000579833984375,0.00079345703125
0.0005950927734375,-0.000396728515625
0.0006103515625,-0.001708984375
0.0006256103515625,-0.001922607421875
0.000640869140625,-0.00164794921875
0.0006561279296875,-0.00048828125
0.00067138671875,0.000640869140625
0.0006866455078125,0.001312255859375
0.000701904296875,0.000457763671875
0.0007171630859375,0.00018310546875
0.000732421875,-0.0003662109375
0.0007476806640625,-0.001190185546875
0.000762939453125,-0.00128173828125
0.0007781982421875,-0.000701904296875
0.00079345703125,-0.00018310546875
0.0008087158203125,0.002410888671875
0.000823974609375,0.001312255859375
0.0008392333984375,-0.000396728515625
0.0008544921875,-0.00244140625
0.0008697509765625,-0.001861572265625
0.000885009765625,0.00030517578125
0.0009002685546875,0.0025634765625
0.00091552734375,0.002410888671875
0.0009307861328125,0.0006103515625
0.000946044921875,-0.001129150390625
0.0009613037109375,-0.001739501953125
0.0009765625,-0.000579833984375
0.0009918212890625,0.0003662109375
0.001007080078125,0.0008544921875
0.0010223388671875,-0.000244140625
0.00103759765625,-0.00152587890625
0.0010528564453125,-0.001617431640625
0.001068115234375,-0.00018310546875
0.0010833740234375,0.00018310546875
0.0010986328125,0.0001220703125
0.0011138916015625,9.1552734375e-05
0.001129150390625,-0.000274658203125
0.0011444091796875,-0.001007080078125
0.00115966796875,-0.00091552734375
0.0011749267578125,-0.00164794921875
0.001190185546875,-0.00146484375
0.0012054443359375,-0.001220703125
0.001220703125,0.000335693359375
0.0012359619140625,0.00018310546875
0.001251220703125,-0.00067138671875
0.0012664794921875,-0.001251220703125
0.00128173828125,-0.000701904296875
0.0012969970703125,0.000244140625
0.001312255859375,0.001312255859375
0.0013275146484375,0.001373291015625
0.0013427734375,9.1552734375e-05
0.0013580322265625,0.000152587890625
0.001373291015625,0.000701904296875
0.0013885498046875,0.001312255859375
0.00140380859375,0.00128173828125
0.0014190673828125,0.000335693359375
0.001434326171875,-0.00079345703125
0.0014495849609375,-0.00091552734375
0.00146484375,-0.000518798828125
0.0014801025390625,0.000701904296875
0.001495361328125,0.000640869140625
0.0015106201171875,0.0009765625
0.00152587890625,-0.000579833984375
0.0015411376953125,-0.001800537109375
0.001556396484375,-0.001373291015625
0.0015716552734375,-0.001556396484375
0.0015869140625,-0.00103759765625
0.0016021728515625,0.000152587890625
0.001617431640625,-0.000213623046875
0.0016326904296875,-0.000152587890625
0.00164794921875,0.00018310546875
0.0016632080078125,-0.00042724609375
0.001678466796875,0.0003662109375
0.0016937255859375,0.00054931640625
0.001708984375,0.0018310546875
0.0017242431640625,0.002685546875
0.001739501953125,0.002166748046875
0.0017547607421875,0.0018310546875
0.00177001953125,0.0001220703125
0.0017852783203125,-0.0008544921875
0.001800537109375,0.0006103515625
0.0018157958984375,0.000762939453125
0.0018310546875,0.00018310546875
0.0018463134765625,-0.000579833984375
0.001861572265625,-0.00189208984375
0.0018768310546875,-0.002227783203125
0.00189208984375,-0.00048828125
0.0019073486328125,0.000946044921875
0.001922607421875,0.001739501953125
0.0019378662109375,-0.001251220703125
0.001953125,-0.0035400390625
0.0019683837890625,-0.00262451171875
0.001983642578125,0.000335693359375
0.0019989013671875,0.0025634765625
0.00201416015625,0.0023193359375
0.0020294189453125,0
0.002044677734375,-0.00177001953125
0.0020599365234375,-0.001434326171875
0.0020751953125,0.0013427734375
0.0020904541015625,0.002593994140625
0.002105712890625,0.002685546875
0.0021209716796875,0.000946044921875
0.00213623046875,-0.000396728515625
0.0021514892578125,-0.00054931640625
0.002166748046875,0.0008544921875
0.0021820068359375,0.00115966796875
0.002197265625,0.00030517578125
0.0022125244140625,-0.00213623046875
0.002227783203125,-0.002960205078125
0.0022430419921875,-0.001739501953125
0.00225830078125,-6.103515625e-05
0.0022735595703125,-0.000274658203125
0.002288818359375,-0.001068115234375
0.0023040771484375,-0.001922607421875
0.0023193359375,-0.001556396484375
0.0023345947265625,0.000152587890625
0.002349853515625,0.000152587890625
0.0023651123046875,0.000946044921875
0.00238037109375,0.000152587890625
0.0023956298828125,-0.000518798828125
0.002410888671875,0.0009765625
0.0024261474609375,0.00018310546875
0.00244140625,0.000152587890625
0.0024566650390625,0.00128173828125
0.002471923828125,0.00018310546875
0.0024871826171875,0.00030517578125
0.00250244140625,0.000946044921875
0.0025177001953125,0.0018310546875
0.002532958984375,0.003082275390625
0.0025482177734375,0.002593994140625
0.0025634765625,0.00146484375
0.0025787353515625,0.000274658203125
0.002593994140625,0.00115966796875
0.0026092529296875,0.00103759765625
0.00262451171875,0.00018310546875
0.0026397705078125,-0.000732421875
0.002655029296875,-0.001953125
0.0026702880859375,-0.0025634765625
0.002685546875,-0.001007080078125
0.0027008056640625,-0.00067138671875
0.002716064453125,-0.00146484375
0.0027313232421875,-0.00067138671875
0.00274658203125,-0.001800537109375
0.0027618408203125,-0.0025634765625
0.002777099609375,-0.000885009765625
0.0027923583984375,0.000274658203125
0.0028076171875,0.001373291015625
0.0028228759765625,0.0003662109375
0.002838134765625,-0.001556396484375
0.0028533935546875,-0.002410888671875
0.00286865234375,-0.001190185546875
0.0028839111328125,0.000518798828125
0.002899169921875,0.001861572265625
0.0029144287109375,0.00152587890625
0.0029296875,0.000762939453125
0.0029449462890625,-0.000335693359375
0.002960205078125,-0.00054931640625
0.0029754638671875,0.0010986328125
0.00299072265625,0.002227783203125
0.0030059814453125,0.002593994140625
0.003021240234375,0.000457763671875
0.0030364990234375,-0.001220703125
0.0030517578125,-0.0010986328125
0.0030670166015625,-0.000152587890625
0.003082275390625,0.001129150390625
0.0030975341796875,0.000701904296875
0.00311279296875,-0.00091552734375
0.0031280517578125,-0.001739501953125
0.003143310546875,-0.00091552734375
0.0031585693359375,0.0006103515625
0.003173828125,0.0008544921875
0.0031890869140625,0.001190185546875
0.003204345703125,0.000457763671875
0.0032196044921875,0.00018310546875
0.00323486328125,0.001129150390625
0.0032501220703125,0.0013427734375
0.003265380859375,0.00054931640625
0.0032806396484375,0.00103759765625
0.0032958984375,0.0009765625
0.0033111572265625,0.000244140625
0.003326416015625,0.0013427734375
0.0033416748046875,0.00103759765625
0.00335693359375,0.00030517578125
0.0033721923828125,0.0006103515625
0.003387451171875,0.00042724609375
0.0034027099609375,0.0009765625
0.00341796875,0.000244140625
0.0034332275390625,-0.000152587890625
0.003448486328125,-0.00152587890625
0.0034637451171875,-0.000762939453125
0.00347900390625,-0.000213623046875
0.0034942626953125,-0.000518798828125
0.003509521484375,-0.00140380859375
0.0035247802734375,-0.000946044921875
0.0035400390625,-0.001739501953125
0.0035552978515625,-0.000152587890625
0.003570556640625,0.001495361328125
0.0035858154296875,0.00048828125
0.00360107421875,-0.0003662109375
0.0036163330078125,-0.00091552734375
0.003631591796875,-0.001800537109375
0.0036468505859375,-0.000335693359375
0.003662109375,0.001190185546875
0.0036773681640625,0.002044677734375
0.003692626953125,0.00128173828125
0.0037078857421875,-0.000396728515625
0.00372314453125,-0.001312255859375
0.0037384033203125,-0.00213623046875
0.003753662109375,-0.001220703125
